phase,replicate,trial_id,scenario_id,received_mask,arrival_order,method_order
pilot,0,10,iid_p40,16,L2|G1|L1|E2|E1,rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication|shamir_3_5|gatl_uniform_3_5
pilot,0,11,iid_p55,3,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p00,31,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p25,23,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p60,3,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p45,7,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,shared_risk_matched_p20,7,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p15,23,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p30,23,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,heterogeneous_example,23,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p40,7,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p35,7,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p20,23,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p10,23,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p50,7,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,11,iid_p05,31,E1|L1|L2|G1|E2,shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native|replication
pilot,0,12,iid_p35,2,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,heterogeneous_example,3,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p50,2,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p40,2,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p10,7,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p15,3,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p05,23,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p30,3,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p20,3,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p45,2,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,shared_risk_matched_p20,7,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p60,2,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p55,2,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p25,3,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,12,iid_p00,31,G1|L1|E2|E1|L2,native|replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway
pilot,0,13,iid_p35,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p45,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p15,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p40,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p25,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,shared_risk_matched_p20,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p00,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p20,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p50,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p30,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p55,29,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p10,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p05,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,iid_p60,25,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,13,heterogeneous_example,31,G1|L1|L2|E2|E1,replication|shamir_3_5|gatl_uniform_3_5|rs_3_5|rs_2_5_gateway_check|gatl_gateway|native
pilot,0,14,iid_p10,27,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p15,27,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p20,27,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p40,11,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p60,10,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,shared_risk_matched_p20,0,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p25,27,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p45,11,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,heterogeneous_example,27,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p05,27,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p00,31,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p35,11,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p30,27,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p55,10,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,14,iid_p50,10,G1|E2|L1|E1|L2,rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5
pilot,0,15,iid_p45,27,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p50,27,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p00,31,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p20,31,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p05,31,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,heterogeneous_example,27,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p25,27,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,shared_risk_matched_p20,31,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p55,25,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p40,27,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p30,27,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p60,25,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p10,31,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p15,31,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,15,iid_p35,27,L1|G1|E1|L2|E2,shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway
pilot,0,16,iid_p25,29,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p55,5,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p10,31,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p45,5,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p35,13,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,shared_risk_matched_p20,31,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p30,13,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p00,31,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p60,5,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p05,31,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p40,5,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p20,29,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p50,5,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,heterogeneous_example,29,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,16,iid_p15,29,E2|G1|L2|L1|E1,native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication
pilot,0,17,iid_p50,10,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p25,27,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p00,31,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,shared_risk_matched_p20,31,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p20,27,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,heterogeneous_example,27,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p05,31,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p45,11,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p55,10,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p10,31,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p40,27,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p15,27,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p60,10,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p35,27,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,17,iid_p30,27,E2|L2|E1|L1|G1,replication|native|gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check
pilot,0,18,iid_p55,9,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p00,31,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,heterogeneous_example,11,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p40,11,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p10,31,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p25,15,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p05,31,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p50,11,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,shared_risk_matched_p20,24,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p60,9,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p45,11,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p15,31,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p35,11,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p20,15,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,18,iid_p30,15,L2|E1|E2|G1|L1,gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5|rs_3_5
pilot,0,19,iid_p40,13,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p55,13,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p50,13,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p20,31,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,shared_risk_matched_p20,31,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p25,31,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p05,31,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p60,5,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p30,31,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p45,13,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,heterogeneous_example,31,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p10,31,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p35,29,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p00,31,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,19,iid_p15,31,E1|L2|L1|G1|E2,rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native|gatl_gateway|shamir_3_5
pilot,0,20,heterogeneous_example,29,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,shared_risk_matched_p20,29,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p45,20,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p05,29,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p15,29,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p20,21,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p10,29,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p25,20,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p40,20,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p60,20,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p50,20,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p30,20,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p55,20,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p00,31,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,20,iid_p35,20,G1|E1|L2|E2|L1,gatl_gateway|shamir_3_5|rs_3_5|gatl_uniform_3_5|rs_2_5_gateway_check|replication|native
pilot,0,21,iid_p55,6,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,iid_p00,31,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,iid_p15,31,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,iid_p25,31,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,iid_p60,6,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,iid_p45,23,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,heterogeneous_example,31,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,iid_p05,31,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,iid_p30,31,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,iid_p10,31,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,iid_p50,22,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,iid_p35,31,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,shared_risk_matched_p20,31,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
pilot,0,21,iid_p20,31,L2|G1|E1|E2|L1,gatl_uniform_3_5|rs_2_5_gateway_check|native|gatl_gateway|shamir_3_5|rs_3_5|replication
